name,position,company,description,linkedin_url
Sherif Hanna,,,Senior Vice President National Operations,https://www.linkedin.com/in/sherif-hanna-3a8003
Erinn Whiteside,,,"Vice President, Human Resources",https://www.linkedin.com/in/erinn-whiteside-0179176
Nadim Z. Baba,,,Vice President at American College of Prosthodontists,https://www.linkedin.com/in/nadimzbaba
Denny Hooten,,,Vice President Admission Services at Elements Behavioral Health,https://www.linkedin.com/in/hooten
Joel Yerton,,,"Vice President, Managed Markets - Strategy",https://www.linkedin.com/in/joel-yerton-3a232925
Brian Worthington,,,"National Vice President, Managed Care",https://www.linkedin.com/in/brian-worthington-68736310
Tan D. Warren,,,Associate Vice President at CallisonRTKL,https://www.linkedin.com/in/tandwarren
Sajid Sindha,,,Vice President at Citrus Valley Health Partners,https://www.linkedin.com/in/sajids
Cesar Villalpando,,,"Senior Vice President, Enterprise Shared Services at Kaiser Permanente",https://www.linkedin.com/in/cesar-villalpando-6aa96540
Stephanie Reynolds,,,"Vice President, National Sales",https://www.linkedin.com/in/stephanie-reynolds-91938415
Richard Chambers,,,Senior Vice President of Policy and Government Affairs at Molina Healthcare,https://www.linkedin.com/in/richard-chambers-492a5912
David Perez,,,"Vice President, CIO at Eisenhower Medical Center",https://www.linkedin.com/in/david-perez-65b204a
Chris Myers,,,Senior Vice President at Air Methods Corporation,https://www.linkedin.com/in/chris-myers-b872024
Emily Arison,"Corporate Vice President, Human Resources & Facilities",SCAN Health Plan,Corporate Vice President Human Resources & Facilities,https://www.linkedin.com/in/emily-arison-3063622
Hiliary Critchley,,,"Vice President, Market Development at Wellpass",https://www.linkedin.com/in/hiliarycritchley
Jeff Williams,,,Senior Vice President at RadNet,https://www.linkedin.com/in/jeff-williams-6181b08
Sheryl Correa,,,"Vice President, Total Rewards at St. Joseph Health System",https://www.linkedin.com/in/sherylcorrea
Beth Ginzinger,,,Vice President Provider Joint Ventures at Anthem,https://www.linkedin.com/in/beth-ginzinger-7a92558
Aly Duzich,,,Vice President at Alignment Healthcare,https://www.linkedin.com/in/alyduzich
Frank Bird,,,Regional Vice President at Anthem,https://www.linkedin.com/in/frank-bird-555a114
Stephanie Medina,,,"Vice President, Disability Services at 24Hr HomeCare",https://www.linkedin.com/in/stephaniewebbmedina
Karen Brandt,,,"Vice President Clinical Services, Chief Nursing Officer",https://www.linkedin.com/in/karen-brandt-1a06b245
Young Joo,,,Vice President at CareMore,https://www.linkedin.com/in/young-joo-b9977911
Imran N Chaudhry,,,"Vice President, National Strategic Initiatives and Performance Solutions at DaVita HealthCare Partners",https://www.linkedin.com/in/inchaudhry
Alexandre Portet,,,Vice President Strategy & Special Projects at Davita Healthcare Partners,https://www.linkedin.com/in/alexandre-portet-1b617
Jae Chung,,,Vice President of Strategy and Business Development at CHA Hollywood Presbyterian Medical Center,https://www.linkedin.com/in/jae-chung-79a0b66
Sam Meites,,,"Vice President, Operations at DaVita Health Care Partners",https://www.linkedin.com/in/sam-meites-75ab171
Kristine MacRae,,,"Vice President, Business Implementation PMO at Molina Healthcare",https://www.linkedin.com/in/kristinemacrae
Catherine Crow,,,Senior Vice President People Services (HR) at DaVita Medical Group,https://www.linkedin.com/in/catherine-crow-b67b08117
Paul Silka,,,Executive Vice President at Envision Physician Services,https://www.linkedin.com/in/paul-silka-a618aa63
Edward Jai,,,Vice President of Pharmacy and Population Health at Citrus Valley Health Partners,https://www.linkedin.com/in/edward-jai-b3814618
Justin Fengler,,,Vice President Business Development at GoodRx,https://www.linkedin.com/in/justin-fengler-788355a
David Davis,,,Vice President and Chief Quality Officer at Childrens Hospital Los Angeles,https://www.linkedin.com/in/david-davis-695a427
Cor Van Den Berg,,,Vice President of Finance at City of Hope,https://www.linkedin.com/in/cor-van-den-berg-59b9581
Rohan Corea,,,"CIO & Vice President, Healthcare Information Technology",https://www.linkedin.com/in/rohan-corea-9a44369
"Jonathan Jean-Marie, FACHE",,,Vice President & Hospital Administrator at Loma Linda University Health,https://www.linkedin.com/in/jonathan-jean-marie-fache-6745a964
Karen Gee,,,Sr Vice President and COO at NAMM California,https://www.linkedin.com/in/karen-gee-430a0b117
Vishal Adeshara,,,"Vice President, Data Quality at Prime Healthcare Management",https://www.linkedin.com/in/vishal-adeshara-bb51b368
John Zabukovec,,,"Vice President of Sales, Government Healthcare Solutions at Conduent",https://www.linkedin.com/in/john-zabukovec-8953001
Grace Chen,,,"Vice President, DaVita Healthcare Partners",https://www.linkedin.com/in/grace-chen-63761
John B.,,,"Executive Vice President at ReadyLink, Inc.",https://www.linkedin.com/in/jrbrl
Hart Cole,,,"Vice President, Strategic Operations at Alexandria Real Estate Equities, Inc.",https://www.linkedin.com/in/hartcole
Tad Kendall,,,Senior Vice President Go-to-Market and Sales at Cotiviti,https://www.linkedin.com/in/tadkendall
Gary Ashburn,,,Vice President of Operations at Calibrated Healthcare Network,https://www.linkedin.com/in/gary-ashburn-7a288a3
Jacob van Beek,,,"Vice President, Finance",https://www.linkedin.com/in/jacob-van-beek-59245a2
Aryeh Goldberg,,,"Vice President, Corporate Strategy and Growth at SnF Management Company, LLC",https://www.linkedin.com/in/aryeh-goldberg-600a08
Sachin Patel,,,"Vice President, Finance - Practice Management (McKesson Corporation)",https://www.linkedin.com/in/snpatel
Julie Anderson - Black,,,Vice President of Marketing and Business Development at Windsor Healthcare a division of SNF Management,https://www.linkedin.com/in/julie-anderson-black-2b26289a
Paige Heaphy,,,Vice President at Henry Mayo Newhall Hospital,https://www.linkedin.com/in/paige-heaphy-5a23273a
Shanna Hall,,,Vice President of Nursing Services,https://www.linkedin.com/in/shanna-hall-9a747b38
Mital Patel,,,Executive Vice President financial planning and analysis at RadNet,https://www.linkedin.com/in/mital-patel-998b67132
Harvey Bogarat,,,"Interim - Vice President Of Business Development at California Housing, Healthcare and Case Management Waivers",https://www.linkedin.com/in/postacuteexpert
Thomas E. Hutton,,,"Vice President, Workforce Services & Global Head, Human Resources",https://www.linkedin.com/in/thomas-e-hutton-44b5506
Sanjay Bhat,,,"Vice President, Enterprise PMO",https://www.linkedin.com/in/sanjaybhat01
Sylvia Hastanan,,,"National Vice President, Clinical Strategy at HealthCare Partners",https://www.linkedin.com/in/sylviahastanan
Jonathan Cotliar,,,Vice President of Medical Affairs at Science 37,https://www.linkedin.com/in/jonathan-cotliar-11772611
Yvonne Turner,,,"Regional Vice President, Sales at PeraHealth",https://www.linkedin.com/in/yvonne-turner-b69391a
Mary-Fran Faraji,,,"Vice President, Communications & Public Affairs at City of Hope",https://www.linkedin.com/in/mary-fran-faraji-1622134
Doug Sturnick,,,"Vice President, Managed Care at Cedars-Sinai Health System",https://www.linkedin.com/in/doug-sturnick-32a5411
Laura Padilla-Sauber,,,Vice President of Compliance Operations and Performance,https://www.linkedin.com/in/laura-padilla-sauber-26592136
Jennifer Helbock,,,"Vice President, Strategic Provider Solutions at UnitedHealth Group-UnitedHealth Networks",https://www.linkedin.com/in/jennifer-helbock-5b478019
Bill Larson,,,Vice President Finance/CFO at Torrance Memorial Medical Center,https://www.linkedin.com/in/bill-larson-4306b417
"Lisa Hancock RN, MHA, CHP, CHC",,,"Senior Vice President, Advisory Services at Marwood Group",https://www.linkedin.com/in/lisa-hancock-rn-mha-chp-chc-71aa5011
"Kirk Watson, JD",,,"Vice President, Business Development, Barlow Respiratory Hospital",https://www.linkedin.com/in/kirk-watson-jd-20473611
Brooks Marshall,,,Vice President of Business Development at U.S. HealthWorks,https://www.linkedin.com/in/brooksmarshall
Patricia Kittell,,,Vice President at Cedars-Sinai Medical Center,https://www.linkedin.com/in/patricia-kittell-1b04571
James Date,,,Senior Vice President Sales and Marketing,https://www.linkedin.com/in/jamesdate
Susan Brown,,,Senior Vice President Patient Care Services and Chief Nursing Officer at City of Hope,https://www.linkedin.com/in/susan-brown-14271219
Jodi Ogden,,,"Vice President, Research Operations",https://www.linkedin.com/in/jodiogden
Kelly J Krulisky,,,"Senior Vice President, Client Services at MedeAnalytics",https://www.linkedin.com/in/kelly-j-krulisky-496a683
"Krisianna Bock, MPH",,,Vice President | HKS Knox Advisors,https://www.linkedin.com/in/krisianna-bock-mph-a366191
CHICO MANNING,,,Enterprise Vice President of Supply Chain at PIH Health,https://www.linkedin.com/in/chico-manning-86432231
Cassie McLean,,,Vice President at DaVita,https://www.linkedin.com/in/cassie-mclean-6bbb8b23
Ken Klade,,,"Vice President, West",https://www.linkedin.com/in/ken-klade-408a6319
Ajith Kumar,,,Vice President at a Progressive & Innovative Health System,https://www.linkedin.com/in/ajith-kumar-726b928
Carol Smith,,,Vice President Business Architecture at Molina Healthcare,https://www.linkedin.com/in/carol-smith-8000447
Jon Reuter,,,Vice President Supply Chain Management Facilities and Construction,https://www.linkedin.com/in/jon-reuter-9b81623
Pete Harrower,,,"Vice President Controller, Davita Medical Group",https://www.linkedin.com/in/pete-harrower
"Dinesh Kumar, MD, FCCP",,,Senior Vice President - Clinical Transformation,https://www.linkedin.com/in/dinesh-kumar-md-fccp-81b40813
Atul M.,,,Vice President Finance at Aligned TeleHealth,https://www.linkedin.com/in/atul-m-389a784
Terry Forsyth,,,Vice President of Operations at Surgical Care Affiliates,https://www.linkedin.com/in/terryforsyth
Jena Arnott,,,Pre-Dental Society Spiritual Vice President at La Sierra University,https://www.linkedin.com/in/jena-arnott-8121a811
"Kelley Morris, MHA",,,"Associate Vice President, National Philanthropy Program at City of Hope",https://www.linkedin.com/in/kelley-morris-mha-38a54a74
Joel Wheeler,,,Area Vice President at HealthTrust Workforce Solutions,https://www.linkedin.com/in/joel-wheeler-33945130
Ramesh Jayasuriya,,,"Vice President, Clinical & Quality Solutions at Optum",https://www.linkedin.com/in/rameshjayasuriya
Todd Goodall,,,Vice President Business Development Good Samaritan Hospital,https://www.linkedin.com/in/todd-goodall-65231a8
Lori Rice,,,Vice President Alls Well Healthcare Services,https://www.linkedin.com/in/lori-rice-64a06624
Neal Green,,,"Executive Vice President at The Coding Network, LLC",https://www.linkedin.com/in/neal-green-1b2b0912
Lisa Ba,,,"Vice President, Financial Planning & Analysis at Molina Healthcare",https://www.linkedin.com/in/lisaba
Jeffrey G. Peterson,,,Volunteer- Vice President at Outstanding Professionals Employment Network,https://www.linkedin.com/in/jeffreyfinance55
Edwin Rivera,,,Vice President of Marketing and Community Engagement for a Large Medical Group,https://www.linkedin.com/in/edwinerivera
Vinnie Sharma,,,Vice President - Medical Groups at Prime Healthcare Services,https://www.linkedin.com/in/vinniesharma
Nor Jemjemian,,,"Senior Vice President / Area Manager, Kaiser Permanente Napa-Solano",https://www.linkedin.com/in/nor-jemjemian-92aba53a
Doug Loop,,,"Vice President, Risk Adjustment at OptumCare",https://www.linkedin.com/in/doug-loop-16b70521
Peter Driscoll,,,Regional Vice President of Sales at PatientSafe Solutions,https://www.linkedin.com/in/peter-driscoll-a7524720
Marley Kuehl,,,"Vice President, Western Region at Health Data Specialists, LLC",https://www.linkedin.com/in/marley-kuehl-05b3b71
Joan August,,,"Vice President, Service Line Operations Cedars-Sinai Medical Center",https://www.linkedin.com/in/joan-august-92aa784
Ravi Patel,,,"Associate Vice President, Corporate Systems at Molina Healthcare",https://www.linkedin.com/in/ravi-patel-6059683
Mark Backstrom,,,Vice President of Finance & Business Development at Interdent,https://www.linkedin.com/in/markbackstrom
Christopher Mayne,,,Sr Vice President at HealthCare Partners,https://www.linkedin.com/in/christopher-mayne-366b97
Katie Wargnier,,,Regional Vice President of Human Resources at Dignity Health,https://www.linkedin.com/in/katie-wargnier-50b443
Clifford Daniels,,,Senior Vice President / Chief Strategy Officer at Methodist Hospital of Southern California,https://www.linkedin.com/in/clifford-daniels-b3bb7962
William Jukes,,,"Senior Vice President, Regional Operations at Regal Medical Group",https://www.linkedin.com/in/william-jukes-b85a6a48
Dolores Olague-Swanson,,,"Associate Vice President at Care1st Health Plan - Yes, its all about you.",https://www.linkedin.com/in/doloresolagueswanson
Mark Flores,,,Vice President and Co-Founder at AVYM Corporation,https://www.linkedin.com/in/markfloresavymcorp
Eric De Garceau,,,"Vice President, Corporate Development at Molina Healthcare",https://www.linkedin.com/in/degarceau
Andrea Morseburg,,,"Assistant Vice President, National Jewish Health",https://www.linkedin.com/in/andrea-morseburg-a10b736
"Derek Berz, MHA, CMAC, FACHE",,,"Senior Vice President, Chief Administrative Officer at Torrance Memorial Medical Center",https://www.linkedin.com/in/derek-berz-mha-cmac-fache-a13ab45
Barry Staton,,,"Divisional Vice President, Finance at Blue Shield Care1st Health Plan",https://www.linkedin.com/in/barrystaton
Ren\xc3\xa9e Bianco,,,Associate Senior Vice President at Childrens Hospital Los Angeles CHLA,https://www.linkedin.com/in/rebianco
Marcia Colone,,,"Vice President, Care Coordination and Transition Management",https://www.linkedin.com/in/marcia-colone-006a90a
Miriam Tyson Jones,,,"Vice President Sales - West, USA at International SOS",https://www.linkedin.com/in/miriamtyson
Doron Hetz,,,"Operations, Vice President at Casamba Inc.",https://www.linkedin.com/in/hetzdoron
Patrick Maloney,,,Vice President of Operations at SCAN Health Plan,https://www.linkedin.com/in/patrick-maloney-a2a1442
Paolo Casarella,,,"Vice President at Bardi Co. LLC Company founder, KetoMedical",https://www.linkedin.com/in/paolo-casarella-223937
Marc Mertz,,,Vice President at GE Healthcare Camden Group,https://www.linkedin.com/in/marc-mertz-9971499
Payman Roshan,,,Senior Vice President at Kaiser Foundation Hospital /Health Plan,https://www.linkedin.com/in/payman-roshan-71417251
Pierre F. Pendergrass,,,"Vice President and Deputy General Counsel at Health Net, Inc.",https://www.linkedin.com/in/pierre-f-pendergrass-1a81bb44
Tracey Fernandez,,,Vice President/Chief Financial Officer at St. Mary Medical Center,https://www.linkedin.com/in/tracey-fernandez-45841112
Dan Rhodes,,,Vice President Plan Operations and Market Development at Adventist Health Plan,https://www.linkedin.com/in/danrhodeshealthcare
Barry Fong,,,Vice President of Sales - West Region at Sunrise Senior Living,https://www.linkedin.com/in/barry-fong-bb2b762
Greg Felix,,,Area Vice President West & Central at AirStrip Technologies,https://www.linkedin.com/in/grfelix
Roland Fargo,,,"President, Medical Networks and Senior Vice President, Strategy and Business Development at Adventist Health, SCR",https://www.linkedin.com/in/roland-fargo-37159414
"Adam Blackstone, MHA",,,"Vice President, Marketing and Public Relations at Los Robles Hospital and Medical Center",https://www.linkedin.com/in/adam-blackstone-mha-a47b843
Dan Restmeyer,,,"Vice President, Corporate Systems at Molina Healthcare",https://www.linkedin.com/in/danrestmeyer
Alex Bolanos,,,"Vice President, Development-Pacific Division at United Surgical Partners International",https://www.linkedin.com/in/alex-bolanos-86520529
Mark Hubbard,,,Senior Vice President at Loma Linda University Health,https://www.linkedin.com/in/mark-hubbard-ba920627
Nicolas Laperriere,,,Regional Vice President at Surgical Care Affiliates,https://www.linkedin.com/in/nicolas-laperriere-35668018
Nilay Shah,,,Vice President of Finance and Operations,https://www.linkedin.com/in/nilay-shah-28a65415
Gaynor Rabin,,,Vice President Managed Care Contracting and Payor Relations at Daughters of Charity Health System,https://www.linkedin.com/in/gaynor-rabin-24774014
Roberta Williams,,,Interim Chair of Pediatrics and Vice-President of Academic Affairs at Childrens Hospital Los Angeles,https://www.linkedin.com/in/roberta-williams-3b04438
Sandra Gertz,,,"Executive Vice President at Coast2Coast Medical Network, a Medical Corporation",https://www.linkedin.com/in/sandra-gertz-1b17b51
Vanessa Londo,,,Vice President & Regional Compliance Officer,https://www.linkedin.com/in/vanessa-londo-828022a
Sarah Dwarika,,,Vice President Finance at Private Health Management,https://www.linkedin.com/in/sarah-dwarika-4504b37
Nancy Rubin,,,Vice President Human Resources at Motion Picture and Television Fund,https://www.linkedin.com/in/nancy-rubin-b669705
Brian Mattson,,,Regional Vice President at Specialists On Call,https://www.linkedin.com/in/brian-mattson-6446262
Kiran Kumar,,,Sr Vice President at GeBBS Healthcare Solutions,https://www.linkedin.com/in/kiran-kumar-a034512
Jennifer Dain,,,Vice President of Client Services - RightSourcing,https://www.linkedin.com/in/jennifer-dain-215b381
Shawn A.,,,"Vice President, Information Technology & CIO at Childrens Institute, Inc.",https://www.linkedin.com/in/shawnaminian
"Josh Goldsmith, Ph.D.",,,Vice President and General Manager,https://www.linkedin.com/in/josh-goldsmith-ph-d-363900
Josef Rodriguez,,,Vice President Of Operations / US Renal Care - California / Western Region,https://www.linkedin.com/in/josef-rodriguez-56115058
Doug Stahl,,,"Vice President, Enterprise Business Intelligence at City of Hope",https://www.linkedin.com/in/doug-stahl-3aa1932
"Jennifer Dunphy, MBA, MPH",,,"Vice President, Population Health || Doctoral Candidate, Healthcare and Administrative Leadership",https://www.linkedin.com/in/jenniferndunphy
"Paul Hensler, FACHE",,,Vice President at AHMC HealthCare,https://www.linkedin.com/in/paulhensler
JoAnn Mack,,,Senior Vice President Operations at Vitas Healthcare,https://www.linkedin.com/in/joann-mack-a0858b14
Kiang Grace,,,"Staff Vice President, Actuary at Anthem; F.S.A., M.A.A.A.",https://www.linkedin.com/in/kiang-grace-12781512
Sherman Moore,,,"Vice President, Strategy at City of Hope",https://www.linkedin.com/in/sherman-moore-8614654
James Haggard,,,"Sr Vice President of Information Technology at Lakeside Community Healthcare, Inc.and Regal Medical Group",https://www.linkedin.com/in/james-haggard-00b36b2
Alvin Pedroche,,,Senior Vice President of Clinical Services at Peoples Care,https://www.linkedin.com/in/alvin-pedroche-81b987138
Debbie Bohnett,,,Executive Vice President,https://www.linkedin.com/in/debbiebohnett
Mitch Ross,,,"Vice President, Individual and Family plans at Kaiser Permanente",https://www.linkedin.com/in/mitch-ross-178b2b11
Dahni Tsuboi,,,"Senior Vice President, Organizational Transformation at City of Hope",https://www.linkedin.com/in/dahni-tsuboi-a120aa9
Kevin M. Nelson,,,"Vice President, Business Development",https://www.linkedin.com/in/kevinnelson60
"Jenna Taylor, MD",,,Executive Vice President Sales,https://www.linkedin.com/in/jennataylorvpsales
Tabitha Ford,,,"Executive Vice President at Management Solution, LLC.",https://www.linkedin.com/in/tabitha-ford-099716101
Camille Brown,,,Vice President Sales & Marketing,https://www.linkedin.com/in/camille-brown-5b364636
Joseph Scherger,,,"Vice President, Primary Care & Academic Affairs, Eisenhower Medical Center, Rancho Mirage CA",https://www.linkedin.com/in/joseph-scherger-9500b319
Jennifer Puleo,,,"Vice President, Human Resources at Shield Healthcare",https://www.linkedin.com/in/jennifer-puleo-bb119a14
David Edlund,,,"Senior Vice President, New Business Development at Red Chip Enterprises",https://www.linkedin.com/in/david-edlund-164aa513
David Sommers,,,"Associate Vice President, Internal Communications at Molina Healthcare",https://www.linkedin.com/in/david-a-sommers
Don Stanley,,,Senior Vice President at Regal Medical Group,https://www.linkedin.com/in/don-stanley-7093bb21
Kimberly Moss,,,Co-Owner/Vice President at Pegasus Home Health Care,https://www.linkedin.com/in/pegasushomehealthcare
Toni Mazzeo,,,Regional Vice President of Operations at Genesis HealthCare,https://www.linkedin.com/in/toni-mazzeo-71537b
Victor Hurtado,,,"Associate Vice President, Medicare Administration (MAPD, DSNP, MMP) at Molina Healthcare",https://www.linkedin.com/in/victor-hurtado-b289509
Mercedes Haefs,,,"Vice President, Corporate Contracting at Heritage Provider Network",https://www.linkedin.com/in/mercedes-haefs-8808486
Kathryn Nguyen,,,"Associate Vice President, Development-Venture Philanthropy",https://www.linkedin.com/in/kathryn-nguyen-a043296
John Poziemski,,,Senior Vice President at Kaufman Hall,https://www.linkedin.com/in/johnppoziemski
Karen P Wells,,,"Vice President, Network Development, Kaiser Permanente",https://www.linkedin.com/in/karen-p-wells-01b6a11
Steven Yannicelli,,,"Vice President, Medical and Scientific Affairs at Nutricia North America",https://www.linkedin.com/in/steven-yannicelli-a5019b1
Ashley Baker Lee,,,"Senior Vice President, Research Operations at City of Hope",https://www.linkedin.com/in/ashley-baker-lee-a85b8b63
Ravi Reddy Alla,,,Vice President of Professional Services at Prime Health Care,https://www.linkedin.com/in/ravi-reddy-alla-a031005a
"Andrew Zwers, MHA",,,Vice President - Group Operations,https://www.linkedin.com/in/andrew-zwers-mha-53123a41
Diana Santos,,,"Vice President, Revenue Management Operations at Apria Healthcare",https://www.linkedin.com/in/diana-santos-21713437
Timothy Earley,,,Vice President- Clinical Relationships,https://www.linkedin.com/in/timothy-earley-878a1b25
"John Chang, MD, PhD, MPH, FACP, ABPM-CI",,,"Vice President, Head Clinical Team at Zynx Health",https://www.linkedin.com/in/johntchang
Deborah Kallick,,,"Vice President, Government and Industry Relations at Cedars-Sinai Medical Center",https://www.linkedin.com/in/deborah-kallick-209b438
Peg Wallin,,,"Vice President, Coordinated Regional Care at Prospect Medical",https://www.linkedin.com/in/pegwallin
Bill Caswell,,,Sr. Vice-President at Kaiser Permanente,https://www.linkedin.com/in/bill-caswell-3381544
Robert Redondo,,,Vice President- Client Executive at Optum,https://www.linkedin.com/in/robert-redondo-7789a43
Ken Futch,,,Vice President,https://www.linkedin.com/in/ken-futch-a043101
Kristen Rasmussen,,,"Assistant Vice President, Development at Childrens Hospital Los Angeles (CHLA)",https://www.linkedin.com/in/kristen-rasmussen-66a1766
Dr. Jerry E. Spicer,,,Vice President Regional Patient Care Services at Kaiser Foundation Health Plan,https://www.linkedin.com/in/dr-jerry-e-spicer-21b45049
Denis Matsuoka,,,"Vice President, Clinical & Formulary Services at OptumRx/United Health Group",https://www.linkedin.com/in/denis-matsuoka-82a95638
Kevin Bruso,,,Vice President & Director of Operations at Longwood Management Corporation,https://www.linkedin.com/in/kevin-bruso-67b0322a
Elizabeth Wholihan,,,"Vice President, Marketing and Public Relations at Eisenhower Medical Center",https://www.linkedin.com/in/elizabeth-wholihan-b8326b24
Robert Cull,,,"Senior Vice President, Managing Principal at HOK",https://www.linkedin.com/in/robert-cull-5a232016
Ed M.,,,"Vice President, Center for International Medicine",https://www.linkedin.com/in/ed-m-a1330016
Julie Ravin,,,"Vice President, Human Resources at Diagnostic Laboratories & Radiology",https://www.linkedin.com/in/julieravin
"Michael Vestino, Dr.PHc, FACHE",,,Vice President of Support Services at Pomona Valley Hospital Medical Center,https://www.linkedin.com/in/michael-vestino-dr-phc-fache-77286314
Stephanie Mearns,,,Vice President/CNO at West Hills Hospital Medical Center,https://www.linkedin.com/in/stephanie-mearns-40205512
"Berenice Nunez Constant, MPH",,,"Associate Vice President, Government Contracts at Molina Healthcare",https://www.linkedin.com/in/bnunezconstant
David Wren,,,Vice President for Ambulatory Services,https://www.linkedin.com/in/david-wren-6284b99
Robert Weiner,,,"Vice President, Development -Childrens Hospital Los Angeles",https://www.linkedin.com/in/robert-weiner-bbb0747
Moon Leung,,,Sr. Vice President at SCAN Health Plan,https://www.linkedin.com/in/moon-leung-a59a694
"Raffi Kaprielian, PharmD",,,"Vice President, Pharmacy - Managed Care",https://www.linkedin.com/in/raffi-kaprielian-pharmd-11185
"Jodi Hein, DNP, MHA, RN, NEA-BC",,,Vice President and Chief Nursing Executive at Dignity Health- St. Mary Medical Center- Long Beach,https://www.linkedin.com/in/jodi-hein-dnp-mha-rn-nea-bc-1a851080
Woody Sides,,,"Vice President, National Accounts at EnvisionRx",https://www.linkedin.com/in/woody-sides-46b4203a
"JOYCE VOLSCH,PhD,RN,NEA-BC",,,Vice President Patient Care Services at Miller Childrens & Womens Hospital Long Beach - MemorialCare Health System,https://www.linkedin.com/in/joyce-volsch-phd-rn-nea-bc-49700420
Beth Gibbons,,,"Vice President Medical Affairs, Molina HealthCare, Inc.",https://www.linkedin.com/in/beth-gibbons-01964114
Sylvia Dochterman,,,Vice President at Torrance Memorial Health,https://www.linkedin.com/in/sylviadochterman
Mara Bryant,,,"Vice President, Organizational Excellence",https://www.linkedin.com/in/mara-bryant-85323b10
Sean Inglis,,,Vice President and General Manager at McKesson,https://www.linkedin.com/in/sean-inglis-484b47a
Paul Scarborough,,,"Executive Vice President at PRN Ambulance, Inc.",https://www.linkedin.com/in/paul-scarborough-5192599
Christian Zorn,,,Vice President - Internal Audit Services at Prime Healthcare Services,https://www.linkedin.com/in/christian-zorn-3296716
Kris Giordano,,,Executive Vice President/Chief Administrative Officer at Pacific Clinics,https://www.linkedin.com/in/kris-giordano-1729064
Laura Johnson,,,"Vice President, Strategic Planning & Consulting at Kaiser Permanente",https://www.linkedin.com/in/laura-johnson-66933
Lisa Jordan,,,Vice President of Professional Services at City of Hope,https://www.linkedin.com/in/lisa-jordan-98393b93
Cindy Cameron,,,"Chief Financial Officer/Vice President of Finance for Hospice, Managed Care, Palliative Care, Home Health, Private Duty",https://www.linkedin.com/in/cindy-cameron-b214a045
Richard Van Der Plas,,,"Vice President Operations at National Renal Care, LLC",https://www.linkedin.com/in/richard-van-der-plas-09b94242
Paul Cox,,,Vice President Strategic Planning and Business Development,https://www.linkedin.com/in/paul-cox-87893939
"Jonathan Wu, SPHR",,,Vice President at Preferred Partners Insurance Agency,https://www.linkedin.com/in/jonathan-wu-sphr-a769171
Stephanie Cunningham,,,Vice President IT Applications at Apria Healthcare,https://www.linkedin.com/in/stephanie-cunningham-3a514613
Blake Main,,,Vice President at Kaiser Foundation Health Plan,https://www.linkedin.com/in/blakemain
Paul Morino,,,Vice President - Business Development,https://www.linkedin.com/in/paul-morino-7874112
Anup Patel,,,"Vice President, Enterprise Risk Management & Corporate Compliance at PIH Health",https://www.linkedin.com/in/anup-patel-688251123
Jeffery Ortiz,,,Regional Vice President of Sales,https://www.linkedin.com/in/jeffery-ortiz-0265a787
Jim Holloway,,,Area Vice President - Operations at Gentiva Hospice - An Afffiliate of Kindred at Home,https://www.linkedin.com/in/jim-holloway-85019757
Cathy Gies,,,"Vice President, Strategic Operations at Coast Healthcare Management, LLC",https://www.linkedin.com/in/cathy-gies-41324248
Cooper Debbie,,,Vice President Financial Operations at Citrus Valley Health Partners,https://www.linkedin.com/in/cooper-debbie-8a493235
Adam Preisach,,,"Sr. Vice President, Sales & National Accounts at SunMed",https://www.linkedin.com/in/adam-preisach-7727903
Jan Remm,,,"Regional Vice President - Riverside and San Bernardino Counties, Hospital Association of Southern California",https://www.linkedin.com/in/jan-remm-a76b2985
Jennifer Bayer,,,"Vice President, External Affairs at Hospital Association of Southern California",https://www.linkedin.com/in/jennifer-bayer-3b3a5249
Darlene Scafiddi,,,Vice President Nursing and Patient Care Services Pomona Valley Hospital Medical Center,https://www.linkedin.com/in/darlene-scafiddi-8401a441
Brian Pearlman,,,"Regional Vice President, Parallon Revenue Cycle Services",https://www.linkedin.com/in/brian-pearlman-6a19223a
Susan Leyba,,,"Vice President, Managed Care at Adventist Health",https://www.linkedin.com/in/susan-leyba-1a201036
Ann Mostofi,,,"Vice President, Health Care Services at Eisenhower Medical Center",https://www.linkedin.com/in/ann-mostofi-87409535
Milaine Isaac,,,"Associate Vice President, Provider Services & Market Leader",https://www.linkedin.com/in/milaine-isaac-31708528
Andy Matthews,,,"Regional Vice President, Operations at 24Hr HomeCare",https://www.linkedin.com/in/andy-matthews-488a9a23
"Daniel Place, SPHR, SHRMSCP",,,Vice President Human Resources at The MENTOR Network,https://www.linkedin.com/in/daniel-place-sphr-shrmscp-48004813
Suzanne Bledsoe,,,Vice President Information Technology at Aptium Oncology,https://www.linkedin.com/in/suzanne-bledsoe-91288b
Karen Macdonald,,,Vice President at Molina Healthcare Inc,https://www.linkedin.com/in/karen-macdonald-a53a619
Jennifer Rasmussen,,,Associate Vice President at Molina Healthcare,https://www.linkedin.com/in/jennifer-rasmussen-9001185
Scott Bae,,,"Senior Vice President, Corporate Information Systems at Heritage Provider Network",https://www.linkedin.com/in/scott-bae-9128454
Panos Lykidis,,,Vice President at GE Healthcare Camden Group,https://www.linkedin.com/in/panos-lykidis-42650
MARK TUCKER,,,Sales Vice President at Aetna,https://www.linkedin.com/in/mark-tucker-329311122
Vincent Flores,,,"President Co Founder of AVYM Corporation,Vice President Co Founder of YF Corporation",https://www.linkedin.com/in/vincent-flores-94b42367
