name,position,company,description,linkedin_url
Gaurav Agrawal,Chief Operating Officer,Blue Icy Water,"COO at Soothsayer Analytics, Deep learning | Machine Learning | Advanced / Predictive Analytics and A.I.",https://www.linkedin.com/in/soothsayer
Michael Schiebel,Chief Information Security Officer,Ikoloki,\xe2\x80\x9cIt isn\xe2\x80\x99t whether you are thinking inside or outside the box; it\xe2\x80\x99s realizing that there is no box.\xe2\x80\x9d,https://www.linkedin.com/in/michaelschiebel
Jeremy King,Chief Architect,HealthEdge Software,"Software Architect at Fast Switch, Ltd. - Right Talent. Right Time.",https://www.linkedin.com/in/jeremyrking
Raju Gandhi,Chief Technology Officer,Integrallis Software LLC,CTO at Integrallis Software,https://www.linkedin.com/in/rajugandhi
L. Brent Huston,Chief Enlightenment Officer,Bodhi Foundry,"Security Evangelist & CEO of MicroSolved, Inc.",https://www.linkedin.com/in/lbhuston
David Norris,Chief Executive Officer,ViaForge,CEO & Founder at ViaForge,https://www.linkedin.com/in/thedavenorris
Jeremy Johnson,Chief Operating Officer,Central Ohio Complete Business Solutions,"Virtual CIO and Senior support specialist at Techknowlogic, LTD providing IT Managed Services since 1991",https://www.linkedin.com/in/jeremysprofile
JD Sallee,Chief Strategy Vanguard,Pillar Technology,Executive Business and Technology Strategist,https://www.linkedin.com/in/jdsallee
Charles Husemann,Editor in Chief,GamingNexus.com,Scrum Master/Agile Coach,https://www.linkedin.com/in/chusemann
Daniel Casey,Chief Business Development Officer,DDTi,Business Development Leadership,https://www.linkedin.com/in/daniel-casey-2a8423
"Joe Rotella, SHRM-SCP, SPHR",Chief Marketing Officer (CMO),"Delphia Consulting, LLC","Sage Abra Suite, Sage HRMS & Sage People Evangelist, Marketing Whiz, Speaker Extraordinaire, Mixed Media Crafty Guy",https://www.linkedin.com/in/joerotella
Alex George,Chief Technology Officer,Astute Solutions,Product Management & Product Development,https://www.linkedin.com/in/alexkirangeorge
Michael McManamon,Chief Information Officer | Executive Leader,Cleveland Sight Center,Experienced Leader-delivering strategy that works!,https://www.linkedin.com/in/mcmanamon
Elizabeth Smalls Eckels,Owner and Chief Analyst,Smalls Analytics,"Digital Analytics Consultant | Principal, Smalls Analytics",https://www.linkedin.com/in/eckels
Josh Demidovich,Chief Operating Officer,Central Point Partners,COO at Central Point Partners,https://www.linkedin.com/in/josh-demidovich-7270146
Steve Washington,Co-Founder/COO/Chief Legal Officer,"Casentric, LLC","Executive experienced in technology, strategy, law and government affairs",https://www.linkedin.com/in/stevewashington
Chris Helten,Principle Architect/Chief Architect Director Technology Strategy,AT&T,IT Technology & Strategy Executive,https://www.linkedin.com/in/chrishelten
Shelton Monger,Chief Information Officer and Compliance Officer,Wayne Healthcare,"Director, Information Services at Wayne Healthcare",https://www.linkedin.com/in/sheltonmonger
Jason Crider,Chief Technology Officer,OC Game Studio,Full Stack Web Application Developer,https://www.linkedin.com/in/jasonacrider
"Andrew Wallace, MPM, PMP",Chief Executive Officer,PortoSpire,Strategic visionary with proven leadership of high performing teams,https://www.linkedin.com/in/andrew-wallace-mpm-pmp-83682349
"Brent Bernard, CISSP, CRISC & PCI-QSA",Chief Executive Officer (CEO),"Praetorian Secure, LLC",Owner and Co-Founder at Manage Defense,https://www.linkedin.com/in/brentbernard
Jason Gintert,Chief Technology Officer,WAN Dynamics,Head Network Guy @ WAN Dynamics,https://www.linkedin.com/in/jasongintert
Todd Sullivan,Chief Strategy Officer,Service.com,"Entrepreneur, Advisor, Investor",https://www.linkedin.com/in/toddfsullivan
Gary Richardson,Chief Information Officer,Chemical Bank,"IT Executive | CIO | I Drive Technology Change, Innovation & Growth For Blue-Chip Corporations Worldwide",https://www.linkedin.com/in/grichardson5686
Eric Prugh,Co-founder & Chief Operating Officer,PactSafe,Co-founder & COO at PactSafe,https://www.linkedin.com/in/prugh
Don Castle,Chief Information Officer,Kimball Midwest,Elevating IT Organizations to Deliver Strategic Results | Advising Executives on Digital Technologies,https://www.linkedin.com/in/dwcastle
Adam Roth,Founder & Chief Executive Officer,StreamLink Software,"Founder & CEO, StreamLink Software",https://www.linkedin.com/in/rothadam
Tamara Sullivan,Chief Operations Officer,Premier Speed Networking,Digital Marketing Manager at DEFENDERS,https://www.linkedin.com/in/tamsul
Sean Donaldson,Chief Technology Officer,Secure-24,CTO at Secure-24,https://www.linkedin.com/in/sean-donaldson-2608821
Ted Schneider,Chief Technology Officer,ARCOS LLC,C-Level,https://www.linkedin.com/in/tschnei41
Yogesh Khandelwal,President and Chief Executive Officer,geoAMPS,President and CEO at geoAMPS,https://www.linkedin.com/in/yogeshkhandelwal
Steve Markosky,Chief Financial Officer,irth Solutions,FINANCE EXECUTIVE | Partner in Navigating Change and Driving Results,https://www.linkedin.com/in/stevemarkosky
Patrick Esposito,Chief Executive Officer,Rhizome Innovation Inc.,"Entrepreneur, Investor & Attorney",https://www.linkedin.com/in/espositopatrick
Tom Cooper,Chief Technology Officer,Boosterville,CTO & Cofounder at Boosterville,https://www.linkedin.com/in/tedgarcooper
Dontae Noel,Chief Executive Officer & President,Noel & Rao Consulting,Visionary Entrepreneur,https://www.linkedin.com/in/dontae-noel-62a1924
Martin Luffy,Chief Information Officer,Installed Building Products,CIO at Installed Building Products,https://www.linkedin.com/in/martin-luffy-82a139
Ademola (Demo) Solaru,Chief Executive,"Parthenon Globalsystems, LLC","CEO, Parthenon Globalsystems, LLC",https://www.linkedin.com/in/ademola-demo-solaru-b846b05
Carly Dodson,Executive Assistant To Chief Executive Officer,TeamDynamix,Executive Assistant to CEO & Sales Administrator,https://www.linkedin.com/in/carly-dodson-31787173
Brian Shah,Chief Technology Officer,LocalRealEstateDeals,Freelance Web Developer / Designer,https://www.linkedin.com/in/brian-shah-69ab5817
Momin Durrani,Founder and Chief Executive,Concordia Software,IT Leadership Executive - Founder and CEO at Concordia Software,https://www.linkedin.com/in/momin-durrani-094b711
Paul Ferris,Founder & Chief Visionary,FreeDigm Inc.,Founder at FreeDigm,https://www.linkedin.com/in/fericyde
Johan Van Zijl,Chief Technology Officer,3GC LLC,Mobile Application Architect at JPMorgan Chase & Co.,https://www.linkedin.com/in/ysterbal
Jason Goudie,Chief Operations Officer,"SEG Holdings, LLC",Senior Client Manager at Xerox,https://www.linkedin.com/in/jasongoudie
Pete Shearer,Chief Technology Officer,RxBridge,Passionately Solving Business Problems with Technology,https://www.linkedin.com/in/pete-shearer-0591343
Paul MacCartney,Chief Learning Officer,MentorcliQ,Technology Management,https://www.linkedin.com/in/paulmaccartney
Jim Zimmer,Chief Technology Officer,Fingerprint Solutions Inc.,CTO at Fingerprint Solutions Inc.,https://www.linkedin.com/in/jimzimmer
John Pierce,Chief Systems Engineer,Leidos,Systems Engineer with a Proven Track Record Delivering Superior Results,https://www.linkedin.com/in/johnrpierce
Andrew Smithhisler,F-16 Crew Chief,Ohio Air National Guard,Server Sales Specialist,https://www.linkedin.com/in/andrew-smithhisler-32a25859
Ondrej Balas,President & Chief Architect,UseTech Design,".NET Consultant, Microsoft MVP, Speaker, Writer",https://www.linkedin.com/in/ondrej-balas-aa358639
Shayne Daugherty,Chief Software Architect and Partner,Postali,Versatile Technologist and Entrepreneur,https://www.linkedin.com/in/shayne-daugherty-4094606
stedson mcintyre,Chairman & Chief Executive Officer,Commonwealth Industries,"Chairman Commonwealth Industries,inc",https://www.linkedin.com/in/stedson-mcintyre-990a1513
Sepi J.,"Chief Operating Officer, Lead Project Manager",SoftSyl Technologies,Healthcare / Business Executive,https://www.linkedin.com/in/sjalali
Omar Khawaja,Chief Information Security Officer,Highmark Health,"CISO, Information Security & Risk Mgmt, MBA, CISSP, CPHIMS, CCSK...",https://www.linkedin.com/in/smallersecurity
Ajei Gopal,President and Chief Executive Officer,"ANSYS, Inc.","President and CEO, ANSYS",https://www.linkedin.com/in/ajeigopal
Shane Gianino,Founder & Chief Executive Officer,"QStride, Inc.",Detroits Top 100 Leaders & Innovators. Elite 40 Under 40. Entrepreneur. Mentor. Coach. Founder & CEO @QStride,https://www.linkedin.com/in/shanegianino
Matthew Clark,Chief Operating Officer,"Evolution E-Cycling, LLC","COO at Evolution E-Cycling, LLC",https://www.linkedin.com/in/matthew-clark-b19a5796
Bo J. Shim,Chief Technology Officer,Brandmuscle,CTO / CIO / Senior IT leader,https://www.linkedin.com/in/boshim
Ben Klopfer,Chief Sales Ninja,Chava,Challenge Accepter | Obstacle Toppler,https://www.linkedin.com/in/bklopfer
Ross Emerton,Vice President / Chief Architect,Confidential,Executive-Level Enterprise Architect / Management Consultant / Practice Leader / PMO Director seeking new opportunities.,https://www.linkedin.com/in/emerton
Jason Dewez,SVP/Chief Information Security Officer,First Data Corporation,SVP/CISO at First Data Corporation,https://www.linkedin.com/in/jason-dewez-9840753
Brian Kelley,CIO,Portage County,"CIO, Adjunct Professor, Speaker",https://www.linkedin.com/in/briankelley
Chris Kaufman,Co-Founder and Chief Creative Officer,UpTo,Co-Founder at StockX,https://www.linkedin.com/in/meetkauf
Ron Brumbarger,"Founder, President & Chief Mentor","Apprentice University, Inc.",Author - You\re Always Being Interviewed - tiny.cc/fd9ahy // CEO @ Bitwise // Founder @ Apprentice University,https://www.linkedin.com/in/brumbarger
Sean Hogg,Product Owner / Founder / Chief Technologist,swirlMATCH.com,Entrepreneur / Engineer / Seeking side projects with Purpose and Passion / Angel Investor,https://www.linkedin.com/in/seanhogg
Yan Ness,Chief Executive Officer,Online Tech Inc,"CEO Online Tech, LLC., leader in compliant cloud and data center hosting",https://www.linkedin.com/in/yanness
Princeton Brooke,"Chief Software Engineer, CEO",Website & Software Engineering Incorporated,"Data Science Software Engineer, Business Intelligence, Artificial Intelligence, Machine Learning Big Data Analytics, IoT",https://www.linkedin.com/in/princetonbrooke
Colin Dean,Chief Head Deputy Bucket Officer and Photographer in Residence,Glade Mill Sporting & Hound,Software engineer and community builder,https://www.linkedin.com/in/colindean
Terri Bettinger,Chief Information Officer,Franklin County,"CIO, Franklin County Data Center",https://www.linkedin.com/in/terribettinger
"Sherry Slick, BS, CPHIMS",Chief Executive Officer,AchieveEHR,CIO at OurHealth,https://www.linkedin.com/in/sherryslickachieveehr
Ian Lawson,Chief Executive Officer,Awmous,Entrepreneur & Creative Problem Solver,https://www.linkedin.com/in/ianplawson
Jim Thie,Chief Information Officer,Year Up,Technology & Business Leader,https://www.linkedin.com/in/jimthie
Dean Allemang,Chief Scientist,Capsicum Business Architects,"Principal Consultant at Working Ontologist, LLC",https://www.linkedin.com/in/dean-allemang-96218
James Goebel,Chief Architect/Partner,Menlo Innovations,Using High-Tech Anthropology(r) to design and build exceptional software interfaces for our clients products,https://www.linkedin.com/in/jamesgoebel
Anthony Catalano,Chief Operating Officer,Talan Properties,"Associate Director II at SecureState Outsourced CISO | CISSP, PCI QSA, HITRUST CCSFP",https://www.linkedin.com/in/anthonyjcatalano
Bharath B. Reddy Bynagari,Chief Innovation Officer,Preferred Population Health Management,"President and CEO, MavenSphere Inc.",https://www.linkedin.com/in/bynagari
Rich Surgener,Chief Information Officer,American Health Holding,CIO | IT Senior Director | IT Program Manager | ECM BPM SME | Agile Coach (CSP) | scrapte59@gmail.com,https://www.linkedin.com/in/rich-surgener-848094a
Yona Shaposhnik,Chief Architect / CTO office,Hewlett-Packard,Consulting Architect - Office of CIO at Ford Motor Company,https://www.linkedin.com/in/yonashaposhnik
Damian Huising,Chief Problem Solver,Packet Brigade LLC,"Penetration Tester, Security Consultant (Header Image Credit: Htkym - Own work, CC BY 2.5)",https://www.linkedin.com/in/huising
Jeremiah Cooper,Founder & Chief Executive Officer,Katemiah Creations,"Software Engineer, Entrepreneur & Investor",https://www.linkedin.com/in/jeremiahcooper
Matt Compton,Chief of Staff to the CEO,Cheetah Digital,"SaaS Entrepreneur, Executive, and Advisor",https://www.linkedin.com/in/comptonmc
Jon Howard,Chief Financial Officer,Cybera,at,https://www.linkedin.com/in/jon-howard-4134831
Dave Mclaren,Chief Operating Officer,Alertus Technologies,COO/EVP Business Development Alertus Technologies,https://www.linkedin.com/in/dave-mclaren-2b3817
"Devon Twesten, CISSP",Chief Technology Officer,"HumanIT Solutions, LLC","Vice President, CTO and Owner at HumanIT Solutions, LLC",https://www.linkedin.com/in/devon-twesten-cissp-6275594
Timothy J. Martin,Chief Information and Security Officer,ClearObject,Security Executive with a singular objective: Protecting corporate assets \xe2\x80\x93 CISSP,https://www.linkedin.com/in/timothyjohnmartin
Mike Bauer,Chief Operating Officer,"Innovu, LLC","COO & Principal at Innovu, LLC",https://www.linkedin.com/in/mikebauer224
Parul Jain,Chief Technology Officer & Founder,"AespaTech, LLC",President | AespaTech | 8a /WBENC/ MBE Certified,https://www.linkedin.com/in/parulaespatech
Charles D. Lee,Chief Executive Officer,"Lee Computers, LLC (DBA Lee Infinite Solutions, LLC)","President, CEO at Lee Computers, LLC (DBA Lee Infinite Solutions, LLC)",https://www.linkedin.com/in/charles-d-lee-7a62a14
Timothy Edwards,Chief Operations Officer,TREe Enterprises LLC,Configuration Management at CompTech Computer Technologies,https://www.linkedin.com/in/timothy-edwards-7021074
Jeremy M.,Sector Chief,Northeast Ohio InfraGard,Security and Research | Government Administration,https://www.linkedin.com/in/jeremymio
Bill Sommer,"Information Systems Manager, Senior Chief Administrator","TS Tech Americas, Inc.",Experienced Technology Leader,https://www.linkedin.com/in/wsommer
Dan Stephenson,Chief Software Architect,Thoughtpivot,Enterprise Software & Solutions Engineer,https://www.linkedin.com/in/ispyhumanfly
John Lurtz,Chief Technology Officer,GHI Internet Services,Strategic Account Executive at Software AG,https://www.linkedin.com/in/john-lurtz-3ba5267
Sean Mullen,Chief Sales and Marketing Officer,"PRC Medical, LLC","President at StreamlineMD, LLC",https://www.linkedin.com/in/sean-mullen-96a56a2
Brian Parsons,Chief Technology Officer,Vipology,Experienced CTO / CIO,https://www.linkedin.com/in/parsons
Joshua Clay,Chief Executive Officer,Oblivion Entertainment,Director of IT @ Staffworks Group,https://www.linkedin.com/in/joshclay
Kevin Arnold,Chief Information Security Officer,Ohio Public Employees Retirement System (OPERS),CISO,https://www.linkedin.com/in/kevin-arnold-1144213
Nathan Yellon,Chief Product Officer,Garageio,Startup Consultant at Fintech71,https://www.linkedin.com/in/nathan-yellon-a4556847
Paul Culbertson,President/Chief Executive Officer,"PacSphere Management, LLC",Software Development Manager | Technical Project Manager | ScrumMaster | Process Improvement,https://www.linkedin.com/in/paulculbertson
